"stime";"flgs";"proto";"saddr";"sport";"dir";"daddr";"dport";"pkts";"bytes";"state";"srcid";"ltime";"seq";"dur";"mean";"stddev";"smac";"dmac";"sum";"min";"max";"soui";"doui";"sco";"dco";"spkts";"dpkts";"sbytes";"dbytes";"rate";"srate";"drate";"record";"attack";"category";"subcategory"
1529284213.381186;"e";"tcp";"192.168.100.150";"36812";"->";"192.168.100.3";"22";30;5422;"FIN";"0.0.0.0";1529284215.241214;98;1.860028;1.860028;0.0;"";"";1.860028;1.860028;1.860028;"";"";"";"";14;16;1818;3604;15.591163;6.989142;8.064395;"";1;"Theft";"Data_Exfiltration"
1529284207.03325;"e d";"tcp";"192.168.100.150";"36762";"->";"192.168.100.3";"22";34;5846;"FIN";"0.0.0.0";1529284213.392271;70;6.359021;2.107729;2.106623;"";"";4.215458;0.001106;4.214352;"";"";"";"";16;18;2030;3816;5.189478;2.358854;2.673368;"";1;"Theft";"Data_Exfiltration"
1529284213.391624;"e";"tcp";"192.168.100.150";"36814";"->";"192.168.100.3";"22";30;5422;"FIN";"0.0.0.0";1529284215.248345;99;1.856721;1.856721;0.0;"";"";1.856721;1.856721;1.856721;"";"";"";"";14;16;1818;3604;15.618932;7.00159;8.078758;"";1;"Theft";"Data_Exfiltration"
1529284213.631257;"e";"tcp";"192.168.100.150";"36816";"->";"192.168.100.3";"22";30;5422;"FIN";"0.0.0.0";1529284215.568957;100;1.9377;1.9377;0.0;"";"";1.9377;1.9377;1.9377;"";"";"";"";14;16;1818;3604;14.966197;6.708985;7.741136;"";1;"Theft";"Data_Exfiltration"
1529284213.631351;"e";"tcp";"192.168.100.150";"36818";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284213.632453;101;0.001102;0.001102;0.0;"";"";0.001102;0.001102;0.001102;"";"";"";"";3;3;228;206;4537.205078;1814.881958;1814.881958;"";1;"Theft";"Data_Exfiltration"
1529284213.641345;"e";"tcp";"192.168.100.150";"36820";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.620214;102;1.978869;1.978869;0.0;"";"";1.978869;1.978869;1.978869;"";"";"";"";15;16;1868;3604;15.160175;7.074749;7.580088;"";1;"Theft";"Data_Exfiltration"
1529284213.641375;"e";"tcp";"192.168.100.150";"36822";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.621162;103;1.979787;1.979787;0.0;"";"";1.979787;1.979787;1.979787;"";"";"";"";15;16;1868;3604;15.153146;7.071468;7.576573;"";1;"Theft";"Data_Exfiltration"
1529284213.641476;"e";"tcp";"192.168.100.150";"36824";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.604612;104;1.963136;1.963136;0.0;"";"";1.963136;1.963136;1.963136;"";"";"";"";15;16;1868;3604;15.281672;7.131447;7.640836;"";1;"Theft";"Data_Exfiltration"
1529284213.641702;"e";"tcp";"192.168.100.150";"36826";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.625015;105;1.983313;1.983313;0.0;"";"";1.983313;1.983313;1.983313;"";"";"";"";15;16;1868;3604;15.126205;7.058896;7.563103;"";1;"Theft";"Data_Exfiltration"
1529284213.652187;"e";"tcp";"192.168.100.150";"36828";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284213.653896;106;0.001709;0.001709;0.0;"";"";0.001709;0.001709;0.001709;"";"";"";"";3;3;228;206;2925.6875;1170.275024;1170.275024;"";1;"Theft";"Data_Exfiltration"
1529284213.662376;"e";"tcp";"192.168.100.150";"36830";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.62417;107;1.961794;1.961794;0.0;"";"";1.961794;1.961794;1.961794;"";"";"";"";15;16;1868;3604;15.292126;7.136325;7.646063;"";1;"Theft";"Data_Exfiltration"
1529284213.662412;"e";"tcp";"192.168.100.150";"36832";"->";"192.168.100.3";"22";31;5488;"FIN";"0.0.0.0";1529284215.622016;108;1.959604;1.959604;0.0;"";"";1.959604;1.959604;1.959604;"";"";"";"";15;16;1884;3604;15.309216;7.1443;7.654608;"";1;"Theft";"Data_Exfiltration"
1529284213.662454;"e";"tcp";"192.168.100.150";"36834";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.618756;109;1.956302;1.956302;0.0;"";"";1.956302;1.956302;1.956302;"";"";"";"";15;16;1868;3604;15.335055;7.156359;7.667528;"";1;"Theft";"Data_Exfiltration"
1529284213.662498;"e";"tcp";"192.168.100.150";"36836";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.622698;110;1.9602;1.9602;0.0;"";"";1.9602;1.9602;1.9602;"";"";"";"";15;16;1868;3604;15.304561;7.142128;7.65228;"";1;"Theft";"Data_Exfiltration"
1529284213.66258;"e";"tcp";"192.168.100.150";"36838";"->";"192.168.100.3";"22";30;5406;"FIN";"0.0.0.0";1529284215.623466;111;1.960886;1.960886;0.0;"";"";1.960886;1.960886;1.960886;"";"";"";"";14;16;1802;3604;14.789233;6.629656;7.649603;"";1;"Theft";"Data_Exfiltration"
1529284213.662621;"e";"tcp";"192.168.100.150";"36840";"->";"192.168.100.3";"22";31;5472;"FIN";"0.0.0.0";1529284215.617889;112;1.955268;1.955268;0.0;"";"";1.955268;1.955268;1.955268;"";"";"";"";15;16;1868;3604;15.343165;7.160144;7.671583;"";1;"Theft";"Data_Exfiltration"
1529284213.662836;"e";"tcp";"192.168.100.150";"36842";"->";"192.168.100.3";"22";30;5406;"FIN";"0.0.0.0";1529284215.619466;113;1.95663;1.95663;0.0;"";"";1.95663;1.95663;1.95663;"";"";"";"";14;16;1802;3604;14.821403;6.644077;7.666243;"";1;"Theft";"Data_Exfiltration"
1529284213.846303;"e";"udp";"fe80::c0c0:aa20:45b9:bdd9";"5353";"->";"ff02::fb";"5353";1;180;"INT";"0.0.0.0";1529284213.846303;114;0.0;0.0;0.0;"";"";0.0;0.0;0.0;"";"";"";"";1;0;180;0;0.0;0.0;0.0;"";0;"Normal";"Normal"
1529284213.84644;"e";"udp";"192.168.100.4";"5353";"->";"224.0.0.251";"5353";1;160;"INT";"0.0.0.0";1529284213.84644;115;0.0;0.0;0.0;"";"";0.0;0.0;0.0;"";"";"";"";1;0;160;0;0.0;0.0;0.0;"";0;"Normal";"Normal"
1529284213.874409;"e";"tcp";"192.168.100.150";"36844";"->";"192.168.100.3";"22";30;5406;"FIN";"0.0.0.0";1529284215.721861;116;1.847452;1.847452;0.0;"";"";1.847452;1.847452;1.847452;"";"";"";"";14;16;1802;3604;15.697295;7.036718;8.11929;"";1;"Theft";"Data_Exfiltration"
1529284215.23708;"e";"tcp";"192.168.100.150";"36846";"->";"192.168.100.3";"22";28;5204;"RST";"0.0.0.0";1529284217.704969;117;2.467889;2.467889;0.0;"";"";2.467889;2.467889;2.467889;"";"";"";"";13;15;1666;3538;10.940524;4.862455;5.672864;"";1;"Theft";"Data_Exfiltration"
1529284215.247525;"e";"tcp";"192.168.100.150";"36848";"->";"192.168.100.3";"22";29;5270;"RST";"0.0.0.0";1529284217.705203;118;2.457678;2.457678;0.0;"";"";2.457678;2.457678;2.457678;"";"";"";"";14;15;1732;3538;11.392867;5.289546;5.696434;"";1;"Theft";"Data_Exfiltration"
1529284215.362515;"e";"tcp";"192.168.100.150";"36850";"->";"192.168.100.3";"22";8;554;"RST";"0.0.0.0";1529284215.363673;119;0.001158;0.001158;0.0;"";"";0.001158;0.001158;0.001158;"";"";"";"";4;4;294;260;6044.905273;2590.673584;2590.673584;"";1;"Theft";"Data_Exfiltration"
1529284215.567768;"e";"tcp";"192.168.100.150";"36852";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.5681;120;0.000332;0.000332;0.0;"";"";0.000332;0.000332;0.000332;"";"";"";"";3;3;228;206;15060.241211;6024.09668;6024.09668;"";1;"Theft";"Data_Exfiltration"
1529284215.577865;"e";"tcp";"192.168.100.150";"36854";"->";"192.168.100.3";"22";28;5204;"RST";"0.0.0.0";1529284218.100951;121;2.523086;2.523086;0.0;"";"";2.523086;2.523086;2.523086;"";"";"";"";13;15;1666;3538;10.70118;4.75608;5.54876;"";1;"Theft";"Data_Exfiltration"
1529284215.602361;"e";"tcp";"192.168.100.150";"36856";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.603619;122;0.001258;0.001258;0.0;"";"";0.001258;0.001258;0.001258;"";"";"";"";3;3;228;206;3974.562744;1589.825073;1589.825073;"";1;"Theft";"Data_Exfiltration"
1529284215.612458;"e";"tcp";"192.168.100.150";"36860";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.614568;123;0.00211;0.00211;0.0;"";"";0.00211;0.00211;0.00211;"";"";"";"";3;3;228;206;2369.668213;947.86731;947.86731;"";1;"Theft";"Data_Exfiltration"
1529284215.612462;"e";"tcp";"192.168.100.150";"36858";"->";"192.168.100.3";"22";28;5204;"RST";"0.0.0.0";1529284218.224929;124;2.612467;2.612467;0.0;"";"";2.612467;2.612467;2.612467;"";"";"";"";14;14;1732;3472;10.335058;4.97614;4.97614;"";1;"Theft";"Data_Exfiltration"
1529284215.612566;"e";"tcp";"192.168.100.150";"36864";"->";"192.168.100.3";"22";28;5204;"RST";"0.0.0.0";1529284218.216397;125;2.603831;2.603831;0.0;"";"";2.603831;2.603831;2.603831;"";"";"";"";13;15;1666;3538;10.369336;4.608594;5.376693;"";1;"Theft";"Data_Exfiltration"
1529284215.612568;"e";"tcp";"192.168.100.150";"36862";"->";"192.168.100.3";"22";29;5270;"RST";"0.0.0.0";1529284218.223861;126;2.611293;2.611293;0.0;"";"";2.611293;2.611293;2.611293;"";"";"";"";14;15;1732;3538;10.722657;4.978376;5.361329;"";1;"Theft";"Data_Exfiltration"
1529284215.612597;"e";"tcp";"192.168.100.150";"36866";"->";"192.168.100.3";"22";29;5244;"FIN";"0.0.0.0";1529284218.392072;127;2.779475;2.779475;0.0;"";"";2.779475;2.779475;2.779475;"";"";"";"";14;15;1738;3506;10.073845;4.677142;5.036922;"";1;"Theft";"Data_Exfiltration"
1529284215.612636;"e";"tcp";"192.168.100.150";"36868";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.615208;128;0.002572;0.002572;0.0;"";"";0.002572;0.002572;0.002572;"";"";"";"";3;3;228;206;1944.012451;777.60498;777.60498;"";1;"Theft";"Data_Exfiltration"
1529284215.612716;"e";"tcp";"192.168.100.150";"36870";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.615228;129;0.002512;0.002512;0.0;"";"";0.002512;0.002512;0.002512;"";"";"";"";3;3;228;206;1990.445801;796.178345;796.178345;"";1;"Theft";"Data_Exfiltration"
1529284215.612717;"e";"tcp";"192.168.100.150";"36872";"->";"192.168.100.3";"22";29;5270;"RST";"0.0.0.0";1529284218.213264;130;2.600547;2.600547;0.0;"";"";2.600547;2.600547;2.600547;"";"";"";"";14;15;1732;3538;10.766965;4.998948;5.383482;"";1;"Theft";"Data_Exfiltration"
1529284215.612788;"e";"tcp";"192.168.100.150";"36874";"->";"192.168.100.3";"22";30;5336;"RST";"0.0.0.0";1529284218.234965;131;2.622177;2.622177;0.0;"";"";2.622177;2.622177;2.622177;"";"";"";"";14;16;1732;3604;11.059513;4.957713;5.720438;"";1;"Theft";"Data_Exfiltration"
1529284215.612916;"e";"tcp";"192.168.100.150";"36876";"->";"192.168.100.3";"22";29;5270;"RST";"0.0.0.0";1529284218.234053;132;2.621137;2.621137;0.0;"";"";2.621137;2.621137;2.621137;"";"";"";"";14;15;1732;3538;10.682387;4.95968;5.341194;"";1;"Theft";"Data_Exfiltration"
1529284215.613066;"e";"tcp";"192.168.100.150";"36878";"->";"192.168.100.3";"22";30;5336;"RST";"0.0.0.0";1529284218.234547;133;2.621481;2.621481;0.0;"";"";2.621481;2.621481;2.621481;"";"";"";"";14;16;1732;3604;11.062449;4.959029;5.721957;"";1;"Theft";"Data_Exfiltration"
1529284215.628248;"e";"tcp";"192.168.100.150";"36880";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.632748;134;0.0045;0.0045;0.0;"";"";0.0045;0.0045;0.0045;"";"";"";"";3;3;228;206;1111.111206;444.444458;444.444458;"";1;"Theft";"Data_Exfiltration"
1529284215.62828;"e";"tcp";"192.168.100.150";"36882";"->";"192.168.100.3";"22";27;5138;"RST";"0.0.0.0";1529284218.237224;135;2.608944;2.608944;0.0;"";"";2.608944;2.608944;2.608944;"";"";"";"";13;14;1666;3472;9.965718;4.599562;4.982859;"";1;"Theft";"Data_Exfiltration"
1529284215.638987;"e";"tcp";"192.168.100.150";"36884";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.644662;136;0.005675;0.005675;0.0;"";"";0.005675;0.005675;0.005675;"";"";"";"";3;3;228;206;881.057251;352.422913;352.422913;"";1;"Theft";"Data_Exfiltration"
1529284215.639134;"e";"tcp";"192.168.100.150";"36886";"->";"192.168.100.3";"22";6;434;"RST";"0.0.0.0";1529284215.647446;137;0.008312;0.008312;0.0;"";"";0.008312;0.008312;0.008312;"";"";"";"";3;3;228;206;601.539917;240.615982;240.615982;"";1;"Theft";"Data_Exfiltration"
1529284215.657017;"e";"tcp";"192.168.100.150";"36888";"->";"192.168.100.3";"22";27;5138;"RST";"0.0.0.0";1529284218.236846;138;2.579829;2.579829;0.0;"";"";2.579829;2.579829;2.579829;"";"";"";"";13;14;1666;3472;10.078187;4.651471;5.039093;"";1;"Theft";"Data_Exfiltration"
1529284215.657651;"e";"tcp";"192.168.100.150";"36890";"->";"192.168.100.3";"22";27;5138;"RST";"0.0.0.0";1529284218.232867;139;2.575216;2.575216;0.0;"";"";2.575216;2.575216;2.575216;"";"";"";"";13;14;1666;3472;10.09624;4.659803;5.04812;"";1;"Theft";"Data_Exfiltration"
1529284215.668241;"e";"tcp";"192.168.100.150";"36892";"->";"192.168.100.3";"22";28;5204;"RST";"0.0.0.0";1529284218.237566;140;2.569325;2.569325;0.0;"";"";2.569325;2.569325;2.569325;"";"";"";"";14;14;1732;3472;10.508596;5.059695;5.059695;"";1;"Theft";"Data_Exfiltration"
1529284215.720973;"e";"tcp";"192.168.100.150";"36894";"->";"192.168.100.3";"22";27;5138;"RST";"0.0.0.0";1529284218.237945;141;2.516972;2.516972;0.0;"";"";2.516972;2.516972;2.516972;"";"";"";"";13;14;1666;3472;10.329872;4.767633;5.164936;"";1;"Theft";"Data_Exfiltration"
1529284212.215529;"e";"tcp";"192.168.100.149";"33495";"->";"192.168.100.6";"445";39;66553;"RST";"0.0.0.0";1529284222.287927;96;10.072398;0.03156;0.03111;"";"";0.063119;0.000449;0.06267;"";"";"";"";17;22;64771;1782;3.772686;1.5885;2.084906;"";1;"Theft";"Data_Exfiltration"
1529284228.03846;"e";"tcp";"192.168.100.150";"46307";"->";"192.168.100.3";"22";68;11618;"CON";"0.0.0.0";1529284256.480264;142;28.441805;1.475531;0.837133;"";"";4.426592;0.736925;2.646104;"";"";"";"";32;36;5302;6316;2.355687;1.089945;1.230583;"";1;"Theft";"Data_Exfiltration"
1529284253.970118;"e s";"tcp";"192.168.100.3";"50032";"->";"192.168.100.150";"4433";102000;416783392;"CON";"0.0.0.0";1529284808.048686;143;554.078552;4.61626;0.856792;"";"";198.499176;0.509618;4.999951;"";"";"";"";82836;19164;414580857;2202535;184.087616;149.500458;34.58535;"";1;"Theft";"Data_Exfiltration"
1529283903.053282;"e *";"tcp";"192.168.100.3";"80";"<?>";"192.168.100.55";"8080";154524;150586104;"CON";"0.0.0.0";1529285155.236581;1;1252.18335;4.912128;0.495819;"";"";982.425598;0.11183;4.999955;"";"";"";"";77262;77262;72871372;77714732;123.402855;61.701027;61.701027;"";0;"Normal";"Normal"
1529283903.053527;"e";"udp";"192.168.100.46";"3456";"<->";"192.168.100.5";"80";211723;205967491;"CON";"0.0.0.0";1529285354.98494;2;1451.931396;4.887452;0.557124;"";"";1348.936646;0.124282;4.999977;"";"";"";"";105862;105861;100585068;105382423;145.820938;72.910469;72.909782;"";0;"Normal";"Normal"
1529283903.053533;"e";"udp";"192.168.100.46";"80";"->";"192.168.100.5";"80";109100;104676970;"INT";"0.0.0.0";1529285354.98493;3;1451.931396;4.885636;0.55851;"";"";1387.52063;0.111865;4.99999;"";"";"";"";109100;0;104676970;0;75.140602;75.140602;0.0;"";0;"Normal";"Normal"
1529283903.05354;"e";"tcp";"192.168.100.46";"80";"?>";"192.168.100.5";"80";113651;106386339;"CON";"0.0.0.0";1529285354.984943;4;1451.931396;4.888326;0.547914;"";"";1446.944458;0.111861;4.999993;"";"";"";"";113651;0;106386339;0;78.275047;78.275047;0.0;"";0;"Normal";"Normal"
1529283907.8517;"e s";"tcp";"192.168.100.6";"49160";"->";"192.168.100.149";"4444";18748;475554313;"RST";"0.0.0.0";1529284704.407075;9;796.555359;2.494226;2.068144;"";"";271.870667;0.498979;4.998679;"";"";"";"";10036;8712;474734399;819914;23.535088;12.597995;10.935838;"";1;"Theft";"Data_Exfiltration"
1529283903.069657;"e";"tcp";"192.168.100.5";"0";"?>";"192.168.100.3";"0";68190;48468828;"CON";"0.0.0.0";1529285354.972565;7;1451.902954;4.878074;0.566837;"";"";1443.909912;0.0585;4.999984;"";"";"";"";68190;0;48468828;0;46.96526;46.96526;0.0;"";0;"Normal";"Normal"
1529283903.053542;"e";"udp";"192.168.100.7";"365";"->";"192.168.100.3";"565";61091;3665460;"INT";"0.0.0.0";1529285354.985064;5;1451.931519;4.876519;0.570058;"";"";1443.449707;0.049774;4.99997;"";"";"";"";61091;0;3665460;0;42.074986;42.074986;0.0;"";0;"Normal";"Normal"
1529283903.069635;"e";"tcp";"192.168.100.6";"80";"?>";"192.168.100.3";"80";38359;11354264;"CON";"0.0.0.0";1529285354.985057;6;1451.915405;4.878789;0.53337;"";"";1439.242798;0.603979;4.999936;"";"";"";"";38359;0;11354264;0;26.418894;26.418894;0.0;"";0;"Normal";"Normal"
1529283904.4401;"e g";"tcp";"192.168.100.3";"50850";"<?>";"13.54.166.67";"8883";2478;579516;"CON";"0.0.0.0";1529285352.362599;8;1447.922485;3.812114;0.969525;"";"";1120.761353;0.0;4.999966;"";"";"";"";1239;1239;497742;81774;1.710727;0.855022;0.855018;"";0;"Normal";"Normal"
1529284271.052703;"e d";"tcp";"192.168.100.150";"4433";"<?>";"192.168.100.3";"50032";148354;769977917;"CON";"0.0.0.0";1529285302.662803;10;1031.610107;4.295446;1.3706;"";"";373.703827;0.000156;4.999312;"";"";"";"";30186;118168;2152147;767825770;143.807236;29.260086;114.546181;"";1;"Theft";"Data_Exfiltration"
1529284261.804524;"e d";"tcp";"192.168.100.149";"4444";"<?>";"192.168.100.6";"49160";29924;819121948;"CON";"0.0.0.0";1529285354.986683;1;1093.182129;4.318206;1.311347;"";"";410.229553;0.051552;4.999969;"";"";"";"";13871;16053;998898;818123050;27.372383;12.68773;14.683738;"";1;"Theft";"Data_Exfiltration"
1529284261.808565;"e *";"tcp";"192.168.100.55";"8080";"<?>";"192.168.100.3";"80";72778;70927486;"CON";"0.0.0.0";1529285354.984934;3;1093.176392;4.839635;0.639072;"";"";464.60495;0.987489;4.999962;"";"";"";"";36389;36389;36601157;34326329;66.573883;33.286484;33.286484;"";0;"Normal";"Normal"
1529284491.814154;"e";"arp";"192.168.100.6";"";"who";"192.168.100.1";"";2;120;"CON";"0.0.0.0";1529284491.81422;11;6.6e-05;6.6e-05;0.0;"";"";6.6e-05;6.6e-05;6.6e-05;"";"";"";"";1;1;60;60;15151.514648;0.0;0.0;"";0;"Normal";"Normal"
1529284491.814277;"e";"udp";"192.168.100.6";"52670";"<->";"192.168.100.1";"53";2;225;"CON";"0.0.0.0";1529284491.814723;12;0.000446;0.000446;0.0;"";"";0.000446;0.000446;0.000446;"";"";"";"";1;1;85;140;2242.152588;0.0;0.0;"";0;"Normal";"Normal"
1529284587.39097;"e";"arp";"192.168.100.1";"";"who";"192.168.100.3";"";2;120;"CON";"0.0.0.0";1529284587.391022;12;5.2e-05;5.2e-05;0.0;"";"";5.2e-05;5.2e-05;5.2e-05;"";"";"";"";1;1;60;60;19230.769531;0.0;0.0;"";0;"Normal";"Normal"
1529284743.709712;"e";"udp";"192.168.100.4";"49844";"<->";"91.189.94.4";"123";2;180;"CON";"0.0.0.0";1529284743.998474;10;0.288762;0.288762;0.0;"";"";0.288762;0.288762;0.288762;"";"";"";"";1;1;90;90;3.463059;0.0;0.0;"";0;"Normal";"Normal"
1529284743.772309;"e";"udp";"192.168.100.150";"49421";"<->";"27.124.125.251";"123";2;180;"CON";"0.0.0.0";1529284743.821331;11;0.049022;0.049022;0.0;"";"";0.049022;0.049022;0.049022;"";"";"";"";1;1;90;90;20.399004;0.0;0.0;"";0;"Normal";"Normal"
1529284743.821101;"e";"arp";"192.168.100.1";"";"who";"192.168.100.150";"";2;120;"CON";"0.0.0.0";1529284743.821255;12;0.000154;0.000154;0.0;"";"";0.000154;0.000154;0.000154;"";"";"";"";1;1;60;60;6493.506836;0.0;0.0;"";0;"Normal";"Normal"
1529284743.998298;"e";"arp";"192.168.100.1";"";"who";"192.168.100.4";"";2;102;"CON";"0.0.0.0";1529284743.998322;13;2.4e-05;2.4e-05;0.0;"";"";2.4e-05;2.4e-05;2.4e-05;"";"";"";"";1;1;60;42;41666.664062;0.0;0.0;"";0;"Normal";"Normal"
1529284748.7504;"e";"arp";"192.168.100.4";"";"who";"192.168.100.1";"";2;102;"CON";"0.0.0.0";1529284748.750695;14;0.000295;0.000295;0.0;"";"";0.000295;0.000295;0.000295;"";"";"";"";1;1;42;60;3389.830566;0.0;0.0;"";0;"Normal";"Normal"
1529284748.849847;"e";"arp";"192.168.100.150";"";"who";"192.168.100.1";"";2;120;"CON";"0.0.0.0";1529284748.849959;15;0.000112;0.000112;0.0;"";"";0.000112;0.000112;0.000112;"";"";"";"";1;1;60;60;8928.571289;0.0;0.0;"";0;"Normal";"Normal"
1529284808.259172;"e";"udp";"192.168.100.5";"80";"<->";"192.168.100.46";"3456";15579;15156281;"CON";"0.0.0.0";1529284906.569608;4;98.310432;4.904157;0.391697;"";"";98.083145;3.196841;4.999384;"";"";"";"";7790;7789;7754473;7401808;158.457245;79.228622;79.218452;"";0;"Normal";"Normal"
1529285007.222497;"e";"arp";"192.168.100.3";"";"who";"192.168.100.150";"";12;720;"CON";"0.0.0.0";1529285307.671629;14;300.449127;0.000115;5.7e-05;"";"";0.00069;2.9e-05;0.000185;"";"";"";"";6;6;360;360;0.036612;0.016642;0.016642;"";1;"Theft";"Data_Exfiltration"
1529285007.412321;"e";"arp";"192.168.100.150";"";"who";"192.168.100.3";"";12;720;"CON";"0.0.0.0";1529285307.702385;15;300.29007;3.4e-05;2.5e-05;"";"";0.000204;3e-06;6.8e-05;"";"";"";"";6;6;360;360;0.036631;0.016651;0.016651;"";1;"Theft";"Data_Exfiltration"
